FrameNo,StimulusName,Frustration Evidence
,Emotient_Baseline,
,Emotient_Baseline,
,Emotient_Baseline,
,Emotient_Baseline,
,Emotient_Baseline,
,Emotient_Baseline,
,Emotient_Baseline,
-1.0,Emotient_Baseline,0.121176540851593
-1.0,Emotient_Baseline,0.121176540851593
-1.0,Emotient_Baseline,0.121176540851593
-1.0,Emotient_Baseline,0.121176540851593
-1.0,Emotient_Baseline,0.121176540851593
-1.0,Emotient_Baseline,0.121176540851593
-1.0,Emotient_Baseline,0.121176540851593
-1.0,Emotient_Baseline,0.121176540851593
-1.0,Emotient_Baseline,0.121176540851593
-1.0,Emotient_Baseline,0.121176540851593
-1.0,Emotient_Baseline,-0.505099654197693
-1.0,Emotient_Baseline,-0.505099654197693
-1.0,Emotient_Baseline,-0.505099654197693
-1.0,Emotient_Baseline,-0.505099654197693
-1.0,Emotient_Baseline,-0.505099654197693
-1.0,Emotient_Baseline,-0.505099654197693
-1.0,Emotient_Baseline,-0.505099654197693
-1.0,Emotient_Baseline,-0.505099654197693
0.0,Emotient_Baseline,0.145705938339233
0.0,Emotient_Baseline,0.145705938339233
0.0,Emotient_Baseline,0.145705938339233
0.0,Emotient_Baseline,0.145705938339233
0.0,Emotient_Baseline,0.145705938339233
0.0,Emotient_Baseline,0.145705938339233
0.0,Emotient_Baseline,0.145705938339233
0.0,Emotient_Baseline,0.145705938339233
0.0,Emotient_Baseline,0.145705938339233
0.0,Emotient_Baseline,0.145705938339233
0.0,Emotient_Baseline,0.145705938339233
0.0,Emotient_Baseline,0.145705938339233
0.0,Emotient_Baseline,0.145705938339233
0.0,Emotient_Baseline,0.145705938339233
0.0,Emotient_Baseline,0.145705938339233
0.0,Emotient_Baseline,0.145705938339233
0.0,Emotient_Baseline,0.145705938339233
0.0,Emotient_Baseline,0.145705938339233
0.0,Emotient_Baseline,0.145705938339233
0.0,Emotient_Baseline,0.145705938339233
0.0,Emotient_Baseline,0.145705938339233
0.0,Emotient_Baseline,0.145705938339233
0.0,Emotient_Baseline,0.145705938339233
0.0,Emotient_Baseline,0.145705938339233
0.0,Emotient_Baseline,0.145705938339233
0.0,Emotient_Baseline,0.145705938339233
0.0,Emotient_Baseline,0.145705938339233
1.0,Emotient_Baseline,0.0286521315574646
2.0,Emotient_Baseline,0.042749285697937005
2.0,Emotient_Baseline,0.042749285697937005
2.0,Emotient_Baseline,0.042749285697937005
2.0,Emotient_Baseline,0.042749285697937005
2.0,Emotient_Baseline,0.042749285697937005
2.0,Emotient_Baseline,0.042749285697937005
2.0,Emotient_Baseline,0.042749285697937005
2.0,Emotient_Baseline,0.042749285697937005
2.0,Emotient_Baseline,0.042749285697937005
2.0,Emotient_Baseline,0.042749285697937005
2.0,Emotient_Baseline,0.042749285697937005
3.0,Emotient_Baseline,
3.0,Emotient_Baseline,
3.0,Emotient_Baseline,
3.0,Emotient_Baseline,
4.0,Emotient_Baseline,
4.0,Emotient_Baseline,
4.0,Emotient_Baseline,
4.0,Emotient_Baseline,
4.0,Emotient_Baseline,
5.0,Emotient_Baseline,0.118604183197021
5.0,Emotient_Baseline,0.118604183197021
5.0,Emotient_Baseline,0.118604183197021
5.0,Emotient_Baseline,0.118604183197021
5.0,Emotient_Baseline,0.118604183197021
5.0,Emotient_Baseline,0.118604183197021
5.0,Emotient_Baseline,0.118604183197021
6.0,Emotient_Baseline,-0.18409168720245397
6.0,Emotient_Baseline,-0.18409168720245397
6.0,Emotient_Baseline,-0.18409168720245397
6.0,Emotient_Baseline,-0.18409168720245397
6.0,Emotient_Baseline,-0.18409168720245397
6.0,Emotient_Baseline,-0.18409168720245397
6.0,Emotient_Baseline,-0.18409168720245397
6.0,Emotient_Baseline,-0.18409168720245397
6.0,Emotient_Baseline,-0.18409168720245397
6.0,Emotient_Baseline,-0.18409168720245397
7.0,Emotient_Baseline,0.0865508913993835
7.0,Emotient_Baseline,0.0865508913993835
7.0,Emotient_Baseline,0.0865508913993835
7.0,Emotient_Baseline,0.0865508913993835
7.0,Emotient_Baseline,0.0865508913993835
7.0,Emotient_Baseline,0.0865508913993835
7.0,Emotient_Baseline,0.0865508913993835
7.0,Emotient_Baseline,0.0865508913993835
7.0,Emotient_Baseline,0.0865508913993835
8.0,Emotient_Baseline,0.0120944380760193
8.0,Emotient_Baseline,0.0120944380760193
8.0,Emotient_Baseline,0.0120944380760193
8.0,Emotient_Baseline,0.0120944380760193
8.0,Emotient_Baseline,0.0120944380760193
8.0,Emotient_Baseline,0.0120944380760193
8.0,Emotient_Baseline,0.0120944380760193
8.0,Emotient_Baseline,0.0120944380760193
8.0,Emotient_Baseline,0.0120944380760193
8.0,Emotient_Baseline,0.0120944380760193
9.0,Emotient_Baseline,-0.00221222639083862
9.0,Emotient_Baseline,-0.00221222639083862
9.0,Emotient_Baseline,-0.00221222639083862
9.0,Emotient_Baseline,-0.00221222639083862
9.0,Emotient_Baseline,-0.00221222639083862
9.0,Emotient_Baseline,-0.00221222639083862
9.0,Emotient_Baseline,-0.00221222639083862
9.0,Emotient_Baseline,-0.00221222639083862
9.0,Emotient_Baseline,-0.00221222639083862
10.0,Emotient_Baseline,-0.199626564979553
10.0,Emotient_Baseline,-0.199626564979553
10.0,Emotient_Baseline,-0.199626564979553
10.0,Emotient_Baseline,-0.199626564979553
10.0,Emotient_Baseline,-0.199626564979553
10.0,Emotient_Baseline,-0.199626564979553
10.0,Emotient_Baseline,-0.199626564979553
10.0,Emotient_Baseline,-0.199626564979553
10.0,Emotient_Baseline,-0.199626564979553
11.0,Emotient_Baseline,-0.22265911102294897
11.0,Emotient_Baseline,-0.22265911102294897
11.0,Emotient_Baseline,-0.22265911102294897
11.0,Emotient_Baseline,-0.22265911102294897
11.0,Emotient_Baseline,-0.22265911102294897
11.0,Emotient_Baseline,-0.22265911102294897
11.0,Emotient_Baseline,-0.22265911102294897
11.0,Emotient_Baseline,-0.22265911102294897
12.0,Emotient_Baseline,0.134288907051086
12.0,Emotient_Baseline,0.134288907051086
12.0,Emotient_Baseline,0.134288907051086
12.0,Emotient_Baseline,0.134288907051086
12.0,Emotient_Baseline,0.134288907051086
12.0,Emotient_Baseline,0.134288907051086
12.0,Emotient_Baseline,0.134288907051086
12.0,Emotient_Baseline,0.134288907051086
12.0,Emotient_Baseline,0.134288907051086
13.0,Emotient_Baseline,0.0795380473136902
13.0,Emotient_Baseline,0.0795380473136902
13.0,Emotient_Baseline,0.0795380473136902
13.0,Emotient_Baseline,0.0795380473136902
13.0,Emotient_Baseline,0.0795380473136902
13.0,Emotient_Baseline,0.0795380473136902
13.0,Emotient_Baseline,0.0795380473136902
13.0,Emotient_Baseline,0.0795380473136902
14.0,Emotient_Baseline,0.15087592601776098
14.0,Emotient_Baseline,0.15087592601776098
14.0,Emotient_Baseline,0.15087592601776098
14.0,Emotient_Baseline,0.15087592601776098
14.0,Emotient_Baseline,0.15087592601776098
14.0,Emotient_Baseline,0.15087592601776098
14.0,Emotient_Baseline,0.15087592601776098
14.0,Emotient_Baseline,0.15087592601776098
14.0,Emotient_Baseline,0.15087592601776098
14.0,Emotient_Baseline,0.15087592601776098
14.0,Emotient_Baseline,0.15087592601776098
15.0,Emotient_Baseline,0.186004519462585
15.0,Emotient_Baseline,0.186004519462585
15.0,Emotient_Baseline,0.186004519462585
15.0,Emotient_Baseline,0.186004519462585
15.0,Emotient_Baseline,0.186004519462585
15.0,Emotient_Baseline,0.186004519462585
15.0,Emotient_Baseline,0.186004519462585
15.0,Emotient_Baseline,0.186004519462585
16.0,Emotient_Baseline,0.108626484870911
16.0,Emotient_Baseline,0.108626484870911
16.0,Emotient_Baseline,0.108626484870911
16.0,Emotient_Baseline,0.108626484870911
16.0,Emotient_Baseline,0.108626484870911
16.0,Emotient_Baseline,0.108626484870911
16.0,Emotient_Baseline,0.108626484870911
17.0,Emotient_Baseline,0.0
17.0,Emotient_Baseline,0.0
17.0,Emotient_Baseline,0.0
17.0,Emotient_Baseline,0.0
17.0,Emotient_Baseline,0.0
