FrameNo,FrustrationEvidence
504,-1.30834376811981
505,-1.3590501546859701
506,-1.51519334316254
507,-1.34315121173859
508,-2.2326737642288204
509,-2.0577346086502097
510,-1.64655864238739
511,-1.6121479272842405
512,-1.75135123729706
513,-2.3025652170181297
514,-2.39012920856476
515,-1.8843837976455695
516,-2.267158389091491
517,-0.8109608888626101
518,-1.4766570329666102
519,-1.65383875370026
520,-2.8167127370834395
521,-1.7311893701553303
522,-1.1277318000793497
523,-1.6601952314376798
524,-1.70150578022003
525,-1.6466106176376305
526,-1.50968778133392
527,-2.2302178144454996
528,-1.9408518075942995
529,-2.8660680055618295
530,-0.762593626976013
531,-2.00029051303864
532,-2.3272036314010593
533,-2.5540896654128997
534,-2.2472151517868
535,-2.1302264928817705
536,-2.8312042951583902
537,-2.90427577495575
538,-2.4258989095687897
539,-2.28048121929169
540,-2.2085701227188106
541,-1.97923314571381
542,-1.5919209718704201
543,-3.2130910158157304
544,-3.12375009059906
545,-0.24113750457763689
546,-2.13895213603973
547,-0.6995391845703128
548,-1.12328255176544
549,-0.7072523832321169
550,-1.1263465881347698
551,-1.5876423120498704
552,-0.8371461629867553
553,-0.8952051401138308
554,-0.8012723922729491
555,-0.78832745552063
556,-0.59552800655365
557,-0.76231837272644
558,-0.5665698051452639
559,-0.705618143081665
560,-0.5832242965698241
561,-0.5465786457061769
562,-0.5293002128601072
563,-0.689950704574585
564,-0.9887723922729492
565,-0.6977323293685911
566,-0.812180161476135
567,-0.68859851360321
568,-1.13230156898499
569,-1.0683829784393297
570,-1.1482552289962802
571,-1.1313879489898704
572,-1.06784093379974
573,
574,-1.30575215816498
575,-1.1745644807815603
576,-1.1617614030838
577,-1.46407902240753
578,-1.06405007839203
579,-1.7438529729843102
580,-1.9510744810104401
581,-0.9825711250305178
582,-0.8491225242614748
583,-1.0560272932052597
584,-1.2957102060318
585,-1.04858660697937
586,-0.984123229980469
587,-1.0198432207107502
588,-1.52302610874176
589,-1.32670986652374
590,-1.03064298629761
591,-1.02765309810638
592,-0.9571691751480101
593,-0.7000844478607179
594,-0.9595725536346437
595,-0.6350873708724979
596,-0.512763738632202
597,-0.520491600036621
598,-0.8754336833953861
599,-0.8191819190979002
600,-0.8677679300308229
601,-0.5416886806488039
602,-0.7581275701522829
603,-0.852352499961853
604,-1.45372378826141
605,-1.2435382604599
606,-0.7492394447326659
607,-0.5801930427551271
608,-0.8777083158493041
609,-0.665940284729004
610,-0.676376104354858
611,-0.7360055446624758
612,-0.832777261734009
613,-0.7368512153625489
614,-0.7028795480728149
615,-0.6447535753250121
616,-0.6721317768096922
617,-0.42113864421844494
618,-0.6499053239822389
619,-0.544205665588379
620,-0.578798532485962
621,-0.578565955162048
622,-0.688492178916931
623,-0.5721911191940309
624,-0.5257384777069091
625,-0.7851054668426509
626,-0.630666732788086
627,-0.7925598621368409
628,-0.560301184654236
629,-0.9586261510849001
630,-0.897452235221863
631,-0.554279923439026
632,-0.784757375717163
633,-0.5400749444961549
634,-0.590662717819214
635,-0.4511178731918341
636,-0.533259630203247
637,-0.5232253074645999
638,-0.48624956607818615
639,-0.567347288131714
640,-0.649368405342102
641,-0.680819153785706
642,-0.7333232164382932
643,-0.6560343503952029
644,-0.668410301208496
645,-0.4550288915634161
646,-0.752464890480042
647,-0.49296700954437284
648,-0.2760146856307981
649,-0.5248373746871949
650,-0.43358469009399403
651,-0.605340838432312
652,-0.4106241464614869
653,-0.46568226814270014
654,-0.434332370758057
655,-0.50702965259552
656,-0.562430739402771
657,-0.45154559612274203
658,-0.417120456695557
659,-0.5435839891433719
660,-0.5212944746017459
661,-0.6454910039901731
662,-0.6730406284332279
663,-0.4733694791793822
664,-0.6604350805282592
665,-0.598369002342224
666,-0.7457423210144041
667,-0.8699584007263182
668,-0.8319468498229979
669,-0.5147371292114259
670,-0.8317819833755491
671,-0.997336745262146
672,-1.00719308853149
673,-0.7242712974548341
674,-0.462251543998718
675,-0.53478991985321
676,-0.610687255859375
677,-0.641187310218811
678,-0.5230940580368041
679,-0.5855417251586912
680,-0.5833072662353521
681,-0.638388752937317
682,-0.596386194229126
683,-0.546039462089539
684,-1.16682136058807
685,-0.6780352592468261
686,-0.5959404706954959
687,-0.7410511970520021
688,-1.0913237333297698
689,-0.6339470148086549
690,-0.5013608932495119
691,-0.645222306251526
692,-0.98265540599823
693,-1.6779977083206197
694,-0.692894577980042
695,-0.643510103225708
696,-0.591469168663025
697,-0.879754066467285
698,-0.53646981716156
699,-0.7026346921920779
700,-0.9528534412384031
701,-0.8149482011795043
702,-1.02511441707611
703,-1.2630478143692
704,-1.2474976778030398
705,-1.605894684791561
706,-1.4283317327499403
707,-1.4806710481643697
708,-1.27192795276642
709,-0.9751068353652952
710,-1.0162361860275302
711,-1.08694231510162
712,-1.8854035139083896
713,-1.8382810354232797
714,-0.7114744186401368
715,-0.537721991539001
716,-0.2994681596755981
717,-0.25038611888885504
718,-0.33657026290893605
719,-0.0941726565361023
720,-0.031129062175750698
721,-0.0499829053878784
722,-0.3705718517303472
723,-0.28688108921051
724,-0.44581329822540294
725,-0.3327747583389279
726,-0.444657206535339
727,-0.497037172317505
728,-0.593762993812561
729,-0.36798524856567394
730,-0.35652816295623796
731,-0.5156166553497311
732,-0.46863210201263394
733,-0.583981990814209
734,-0.42444050312042203
735,-0.4492675065994261
736,-1.1519318819046
737,-0.460782766342163
738,-0.458402156829834
739,-0.30388295650482205
740,-0.40069162845611606
741,-0.314878940582275
742,-0.372807860374451
743,-0.48217844963073725
744,-0.24877917766571
745,-0.459800720214844
746,-0.389703869819641
747,-0.371713638305664
748,-0.595867156982422
749,-0.428532361984253
750,-0.38694322109222407
751,-0.483069777488709
752,-1.1481900215148897
753,-0.9744027853012092
754,-0.5690178871154791
755,-0.4930205345153809
756,-0.4292985200881959
757,-0.6957640647888181
758,-0.510400295257568
759,-0.802609324455261
760,-0.710026025772095
761,-0.511402249336243
762,-0.703139901161194
763,-0.592579960823059
764,-0.713230490684509
765,-0.631025314331055
766,-0.43895387649536105
767,-0.584183931350708
768,-0.7023422718048099
769,-0.42663180828094494
770,-0.6196163892745971
771,-0.3945516347885129
772,-0.521484613418579
773,-0.40488243103027294
774,-0.647937297821045
775,-0.473536372184753
776,-0.4940245151519779
777,-0.6325944662094118
778,-0.5403791666030879
779,-0.5212587118148801
780,-0.469088315963745
781,-0.627403378486633
782,-0.5150189399719239
783,-0.5844466686248779
784,-0.5795844793319701
785,-0.7852156162261961
786,-0.36974120140075695
787,-0.3316449366117778
788,0.03394091129302979
789,-0.10037946701049802
790,0.8402212094515561
791,-0.056405842304229695
792,-0.140517890453339
793,-0.03909093141555791
794,0.8434227851685139
795,-0.13071942329406697
796,-0.12501382827758808
797,-0.052236676216125495
798,0.0498009920120239
799,0.5702099204063421
800,0.844916625181213
801,0.11292207241058302
802,-0.2996046543121339
803,0.0666821599006653
804,-0.273200035095215
805,-0.250221133232117
806,-0.23357522487640395
807,-0.3589683771133422
808,-0.2201197147369381
809,-0.24362349510192896
810,-0.2512658834457401
811,0.32220435142517095
812,-0.309205174446106
813,-0.112651407718658
814,-0.21356511116027793
815,-0.19575405120849604
816,-0.121566236019135
817,-0.21478283405304
818,-0.28416085243225103
819,-0.21523153781890897
820,-0.2025409936904911
821,-0.116664350032806
822,-0.35083436965942394
823,-0.723982572555542
824,0.8306857608258723
825,-0.07012885808944701
826,-0.33524692058563194
827,-0.270288228988647
828,-0.253905773162842
829,-0.07551300525665282
830,1.03699892759323
831,0.930037893354893
832,1.04187777638435
833,-0.561613202095032
834,-0.6263521909713746
835,-0.08552944660186769
836,-0.21767640113830605
837,-0.108562469482422
838,-0.228633880615234
839,-0.22907316684722898
840,-0.254473209381104
841,0.6822171211242678
842,-0.29381489753723106
843,-0.4032694101333621
844,0.7310675382614141
845,-0.260668158531189
846,-0.40818822383880604
847,-0.547993183135986
848,-0.38434374332428
849,-0.43690931797027593
850,-0.5349048376083372
851,-0.23513245582580605
852,-0.260971188545227
853,-0.23790025711059604
854,-0.266788840293884
855,-0.258277535438538
856,-0.238138198852539
857,0.13416785001754802
858,-0.206435084342957
859,-0.197833895683289
860,-0.12617164850235
861,-0.12691569328308103
862,-0.19940567016601604
863,-0.118863523006439
864,-0.140888214111328
865,-0.07027989625930789
866,0.0273975133895874
867,-0.40278398990631104
868,0.7060679644346239
869,0.6391133069992071
870,0.7849840819835661
871,0.754940241575241
872,0.9488727152347562
873,0.737338528037071
874,-0.360517621040344
875,0.5436429381370538
876,-0.400719285011292
877,0.680838882923126
878,-0.0424574613571167
879,-0.0958525538444519
880,-0.23594057559967
881,0.902562353760004
882,-0.6098686456680299
883,-0.36229944229126
884,-0.15741670131683302
885,-0.16742646694183302
886,-0.30199933052062994
887,-0.0712078809738159
888,-0.22343039512634302
889,-0.04644381999969481
890,-0.0684248208999634
891,-0.29436588287353505
892,-0.4022948741912841
893,-0.28543758392333995
894,-0.23510026931762695
895,-0.38290822505950894
896,-0.15886449813842798
897,-0.15509116649627702
898,-0.19297158718109103
899,-0.115843772888184
900,-0.170588612556458
901,-0.0211409330368042
902,-0.197686910629272
903,-0.182523131370544
904,-0.1869796514511111
905,-0.5881774425506591
906,-0.0968616008758545
907,-0.07565194368362428
908,-0.6361528635025022
909,-0.10783487558364896
910,0.028557538986206103
911,-0.148388147354126
912,-0.4066448211669921
913,-0.377819657325745
914,-0.30961513519287104
915,-0.18411290645599407
916,-0.005317330360412599
917,0.051297068595886224
918,-0.302095174789429
919,
920,-0.23864531517028803
921,-0.346377015113831
922,-0.302078247070313
923,-0.23070037364959695
924,-0.33064591884613
925,-0.0720111727714539
926,-0.192172050476074
927,-0.12092816829681398
928,-0.18002176284789995
929,-0.11345762014389
930,-0.0209087133407593
931,-0.17051196098327598
932,-0.16535794734954795
933,-0.061113715171814
934,-0.761083483695984
935,0.770403176546097
936,0.944264404475689
937,-0.117281973361969
938,0.19737279415130604
939,-0.18255972862243694
940,-0.22349894046783397
941,-0.150162279605865
942,-0.20105803012847895
943,-0.0989567041397095
944,-0.0471003651618958
945,-0.124786853790283
946,-0.10851371288299602
947,-0.20491361618041998
948,-0.06835192441940309
949,-0.14878648519516
950,-0.11979109048843403
951,-0.067879319190979
952,-0.237063050270081
953,-0.10746622085571304
954,-0.30216586589813205
955,-0.5675246715545649
956,-0.06167393922805791
957,-0.20488440990448
958,-0.169002890586853
959,-0.249727010726929
960,-0.19183480739593495
961,-0.13479220867157002
962,-0.7941865921020509
963,-0.490691900253296
964,-0.035094141960143994
965,-0.221903920173645
966,0.9452841132879258
967,1.0764711350202598
968,-0.20162558555603002
969,-0.12951695919036904
970,1.06296995282173
971,-0.19713795185089109
972,0.7158228158950808
973,-0.18667471408843997
974,0.539538472890854
975,0.7848161421716212
976,0.6003750860691071
977,-0.5869311094284059
978,-0.6167582273483279
979,-0.366822123527527
980,-0.469318509101868
981,0.4196235537528991
982,-0.32999539375305204
983,0.06684744358062741
984,-0.30082845687866205
985,-0.35223400592804
986,0.7115073055028921
987,-0.08979356288909911
988,-0.34033715724945096
989,-0.554586172103882
990,-0.34276688098907504
991,-0.41150426864624007
992,0.717613250017166
993,-0.416546106338501
994,-0.29964375495910606
995,-0.34570634365081804
996,-0.368961691856384
997,-0.3348520994186401
998,-0.311191916465759
999,-0.2746144533157349
1000,-0.424733996391296
1001,-0.30642187595367404
1002,-0.21739351749420208
1003,1.06961432099342
1004,-0.568770408630371
1005,-0.128755509853363
1006,-0.132196128368378
1007,-0.20438766479492204
1008,-0.170133590698242
1009,-0.273080229759216
1010,0.7179883867502211
1011,0.6456665247678759
1012,-0.3922935724258422
1013,0.545491278171539
1014,-0.4239842891693121
1015,-0.4212230443954469
1016,-0.474910974502563
1017,0.9348743036389352
1018,1.0281358808279
1019,-0.31852579116821295
1020,-0.321046471595764
1021,-0.34784722328185996
1022,-0.37815690040588396
1023,-0.332529425621033
1024,-0.293566703796387
1025,-0.4032039642333979
1026,
1027,-0.315435290336609
1028,-0.23387837409973103
1029,-0.204274654388428
1030,-0.169198632240295
1031,-0.176350951194763
1032,-0.164877772331238
1033,-0.11909288167953501
1034,0.706631407141685
1035,-0.128884077072144
1036,-0.17096459865570096
1037,0.9040193222463129
1038,-0.151110172271729
1039,0.7465179711580279
1040,0.7270690128207209
1041,-0.25155854225158697
1042,-0.353291273117065
1043,-0.8013654947280883
1044,0.6396089792251588
1045,1.0552326589822802
1046,1.1840001344680802
1047,-0.23933780193328896
1048,-0.41764676570892306
1049,-0.24637305736541698
1050,-0.042895555496215806
1051,-0.15302067995071392
1052,-0.144240498542786
1053,-0.05044525861740111
1054,-0.046758592128753704
1055,-0.0958019495010376
1056,-0.19657230377197307
1057,0.7716304436326029
1058,-0.22931241989135703
1059,-0.27482187747955306
1060,-0.324960827827454
1061,-0.43413734436035206
1062,0.577799081802368
1063,-0.269769430160522
1064,-0.45619237422943104
1065,-0.750004172325134
1066,-0.4476646184921261
1067,-0.47747147083282504
1068,-0.42879784107208296
1069,-0.0481403470039368
1070,-0.364810109138489
1071,
1072,-0.25507199764251703
1073,-0.31741869449615506
1074,-0.41430616378784185
1075,0.627413272857666
1076,-0.54806387424469
1077,0.45403951406478893
1078,-0.44213056564331105
1079,-0.30282986164093006
1080,-0.45370614528656
1081,-0.411048889160156
1082,-0.5155997276306151
1083,-0.230569958686829
1084,-0.240053415298462
1085,1.2293055653572098
1086,-0.26524078845977794
1087,0.07110512256622312
1088,1.16927337646484
1089,0.830382527783513
1090,-0.268866300582886
1091,-0.7120726108551031
1092,0.7385326251387598
1093,-0.2697762250900269
1094,1.0023987442255
1095,-0.218069076538086
1096,-0.37412583827972407
1097,-0.30661308765411405
1098,-0.360988616943359
1099,-0.40814721584320096
1100,-0.5124465227127079
1101,-0.25763785839080805
1102,-0.1988676786422731
1103,0.0626285672187805
1104,0.777156539261341
1105,-0.540207743644714
1106,-0.483949184417725
1107,-0.6313810348510741
1108,0.9419346004724501
1109,0.732594035565853
1110,0.4635836482048033
1111,0.4080473780632021
1112,
1113,
1114,-0.5117686986923219
1115,-0.5335988998413089
1116,-0.483104586601257
1117,-0.574549674987793
1118,-0.534714102745056
1119,-0.44459450244903603
1120,-0.482571244239807
1121,-0.4827951192855841
1122,-0.4034000635147089
1123,-0.46414792537689203
1124,-0.5095995664596559
1125,-0.65028703212738
1126,-0.782212138175964
1127,-0.5640099048614501
1128,-0.28655850887298595
1129,0.5008370578289031
1130,-0.4693496227264402
1131,-0.3994559049606321
1132,-0.5103272199630738
1133,-1.0465949773788503
1134,-0.45340895652771
1135,0.523796647787094
1136,-0.646182417869568
1137,0.6957110762596129
1138,-0.270994663238525
1139,-0.466749548912048
1140,-0.5022884607315061
1141,-0.4972432851791381
1142,-0.502309799194336
1143,-0.6032739877700811
1144,-0.5733911991119379
1145,-0.6558936834335329
1146,-0.45494949817657493
1147,-0.523854970932007
1148,-0.46559596061706504
1149,-0.388980865478516
1150,-0.604297041893005
1151,-0.293841958045959
1152,-0.37654638290405296
1153,-0.343549609184265
1154,-0.5604918003082281
1155,-0.36128401756286616
1156,-0.615439534187317
1157,-0.5735459327697751
1158,0.48730129003524786
1159,-0.422164916992188
1160,-0.339812159538269
1161,0.23054742813110402
1162,-1.0128055810928303
1163,-0.27351748943328896
1164,1.1911834478378298
1165,1.19581627845764
1166,-0.418028593063354
1167,-0.279822707176209
1168,-0.23133409023284907
1169,0.640888199210167
1170,0.5580324232578279
1171,-0.681102991104126
1172,-0.6958671808242799
1173,0.538013607263565
1174,-0.7717217206954959
1175,-0.7677637338638308
1176,0.6186469048261639
1177,-0.5492830276489259
1178,-0.604454159736633
1179,0.6181930005550378
1180,-0.31368398666381797
1181,-0.69403874874115
1182,-0.698249578475952
1183,-0.5268207788467411
1184,-0.529940962791443
1185,0.668922185897827
1186,-0.496801495552063
1187,-0.619817495346069
1188,-0.5888720750808721
1189,-0.49339461326599116
1190,-0.5637446641921998
1191,-0.5087753534317019
1192,-0.56969940662384
1193,-0.61763858795166
1194,-0.4906939268112181
1195,-0.559187650680542
1196,-0.348919272422791
1197,-0.5921900272369378
1198,-0.688193082809448
1199,-0.5736695528030401
1200,-0.5946731567382811
1201,-0.4439396858215331
1202,-0.4811758995056151
1203,-0.26384162902832003
1204,-0.39411699771881104
1205,-0.5055240392684939
1206,-0.41722548007965093
1207,-0.303145170211792
1208,-0.28395175933837896
1209,-0.569486975669861
1210,-0.588581681251526
1211,-0.465861082077026
