FrameNo,FrustrationEvidence
0,0.3729041814804078
1,0.255513548851013
2,0.24441325664520305
3,
4,0.00891268253326416
5,-0.0325995683670044
6,-0.10983252525329598
7,-0.192118048667908
8,-0.1109942197799682
9,-0.0571795701980591
10,-0.00891232490539551
11,-0.0865232944488525
12,0.015446662902831997
13,-0.146807940920109
14,-0.5878103971481321
15,-0.6594940423965451
16,-0.6252068281173709
17,-0.54907763004303
18,0.1297970902686026
19,-1.83562076091766
20,-1.9404462575912478
21,-1.51047217845917
22,-1.3067864179611202
23,-1.4650884866714498
24,-1.46886336803436
25,-1.4270662069320683
26,-2.06865870952606
27,-1.95423996448517
28,-1.96532952785492
29,-1.986492037773131
30,-2.21199381351471
31,-2.02508580684662
32,-2.0565448999404903
33,-1.90232503414154
34,-1.9930399656295779
35,-1.61146676540375
36,-1.66537582874298
37,-1.51895558834076
38,-1.5542117357254
39,-1.4587410688400302
40,-1.637475371360779
41,-1.01170599460602
42,-1.03254282474518
43,-1.13420784473419
44,-1.0393561124801631
45,-1.19295847415924
46,-1.2492493391036998
47,-1.14927208423615
48,-1.1750589609146105
49,-1.1511610746383671
50,-0.8435040712356571
51,-0.725224375724792
52,-0.9950548410415648
53,-0.962870955467224
54,-1.00765240192413
55,-1.00066220760345
56,-1.02294671535492
57,-1.05947053432465
58,-1.0420280694961532
59,-0.944313406944275
60,-0.8763583898544308
61,
62,-0.863348841667175
63,-0.9083374738693238
64,-0.303221583366394
65,-0.193827509880066
66,0.077250599861145
67,-0.0721561908721924
68,-0.0511399507522583
69,-0.187572598457336
70,-0.16183364391326902
71,-0.24983310699462896
72,-0.14628601074218806
73,-0.20220506191253695
74,-0.22918736934661896
75,-0.252779603004456
76,-0.1767524480819702
77,0.0871567726135254
78,0.155959963798523
79,0.0509536266326904
80,0.16271376609802232
81,0.420286297798157
82,0.17611181735992415
83,0.450002789497375
84,
85,0.3590788841247559
86,0.0785845518112183
87,0.117863893508911
88,0.113989114761353
89,0.152141809463501
90,0.18958485126495397
91,0.17614173889160162
92,0.475481867790222
93,0.29252529144287104
94,0.277756333351135
95,0.43316662311554
96,0.551323175430298
97,0.40901780128479
98,0.433778762817383
99,0.41368865966796897
100,0.350121974945068
101,0.33200335502624506
102,0.550472021102905
103,0.5946853160858149
104,0.44474959373474093
105,0.44780182838439897
106,0.6191747188568116
107,-0.136469125747681
108,0.0036388635635376
109,-0.105611681938171
110,6.079673767089843e-06
111,0.195422410964966
112,0.271469593048096
113,0.11224579811096197
114,0.209905624389648
115,0.2586455345153809
116,0.430205464363098
117,0.55863630771637
118,0.40193855762481706
119,0.568994641304016
120,0.4970285892486571
121,0.373611927032471
122,0.47553026676178
123,0.5093895196914671
124,0.364162802696228
125,0.505496382713318
126,0.15695083141326902
127,0.10247862339019803
128,0.0809047222137451
129,0.189162492752075
130,0.0582402944564819
131,0.09271252155303956
132,-0.144490480422974
133,-0.0193876028060913
134,0.0259371995925903
135,0.0136721134185791
136,0.063267707824707
137,0.13949225807189938
138,1.03094136714935
139,1.13085722923279
140,0.927620768547058
141,0.986615478992462
142,0.908254027366638
143,0.971538603305817
144,1.03326123952866
145,0.80574893951416
146,0.832470417022705
147,0.8217093944549559
148,1.0145773887634302
149,0.929488599300385
150,0.9472363591194152
151,0.9889366030693052
152,0.876238465309143
153,0.908947825431824
154,0.9315455555915831
155,0.7986103296279911
156,1.0527665019035302
157,0.83276230096817
158,0.712232887744904
159,0.964486062526703
160,0.83563357591629
161,0.768326282501221
162,0.91187709569931
163,0.8044409751892091
164,0.71694278717041
165,0.91886442899704
166,0.912299454212189
167,0.869945466518402
168,0.8028345108032228
169,0.6941357851028439
170,0.8635821342468258
171,0.684306383132935
172,0.8107616901397707
173,0.730609834194183
174,0.713470101356506
175,0.819199800491333
176,0.7671587467193602
177,0.742743492126465
178,0.635619044303894
179,0.7079123854637149
180,0.5775723457336429
181,0.7688341736793519
182,0.778056144714355
183,0.704936027526855
184,0.7318155765533451
185,0.8001667857170109
186,0.8185436129570008
187,0.587472915649414
188,0.745766580104828
189,0.6951603889465329
190,0.605368733406067
191,0.677482008934021
192,0.5969027280807496
193,0.91750431060791
194,0.8517720699310299
195,0.81345808506012
196,0.753638207912445
197,0.6453064680099488
198,0.6100149154663089
199,0.645089626312256
200,0.7351906895637509
201,0.6447360515594481
202,0.5958775281906129
203,0.499942183494568
204,0.586535573005676
205,0.613734006881714
206,0.5052348375320433
207,0.412374973297119
208,0.5915572643280029
209,0.5942500829696661
210,0.45582103729248036
211,0.7001129388809201
212,0.486745834350586
213,0.755708336830139
214,0.590316891670227
215,0.382546544075012
216,0.6294299364089971
217,0.498648166656494
218,0.469612717628479
219,0.495288610458374
220,0.7403424382209781
221,0.603796124458313
