FrameNo,FrustrationEvidence
0,0.20362550020217896
1,0.41006857156753496
2,
3,
4,0.515914022922516
5,0.5510996133089069
6,0.5966369658708571
7,0.39973825216293296
8,0.3316851556301121
9,0.271192580461502
10,0.286090642213821
11,0.44920501112937894
12,0.41727560758590704
13,0.349590957164764
14,0.458947360515594
15,0.231346249580383
16,-0.045651376247406
17,0.23609018325805703
18,0.48741781711578397
19,0.383179873228073
20,0.28607359528541604
21,0.0799939632415771
22,-0.002236008644104
23,0.31186053156852683
24,0.38684073090553295
25,0.297979384660721
26,0.30123525857925404
27,0.122919082641602
28,-0.121271789073944
29,0.104576587677002
30,0.38324728608131403
31,0.3909512460231779
32,0.14943605661392198
33,0.20040255784988398
34,0.197122395038605
35,0.20049786567687994
36,0.2344726920127869
37,-0.0353628993034363
38,-0.107904195785522
39,-0.25059223175048795
40,-0.25206470489502
41,0.11654537916183497
42,0.013111472129821803
43,-0.0130922794342041
44,0.0169858932495117
45,-0.00448852777481079
46,-0.03938502073287959
47,-0.11621499061584498
48,-0.069685697555542
49,-0.20757728815078694
50,-0.136921942234039
51,-0.245563149452209
52,-0.20031809806823703
53,-0.0104904174804688
54,-0.371429443359375
55,-0.09903675317764281
56,0.0545998215675354
57,-0.08276140689849851
58,0.0328662991523743
59,-0.059679985046386705
60,-0.11119520664215103
61,-0.10166853666305499
62,-0.167109847068787
63,-0.23753166198730502
64,-0.149854362010956
65,-0.117515504360199
66,-0.136604368686676
67,0.10718023777008098
68,0.05562901496887209
69,0.0022359490394592307
70,-0.091469407081604
71,-0.396221518516541
72,-0.20510143041610693
73,0.168396174907684
74,0.09827297925949098
75,0.0941280722618103
76,0.09674936532974242
77,-0.08463186025619508
78,-0.10080683231353801
79,-0.0466625690460205
80,-0.08365052938461301
81,-0.00693130493164063
82,-0.135891258716583
83,-0.09130442142486571
84,-0.105845212936401
85,-0.127031803131104
86,-0.15879082679748496
87,-0.333302974700928
88,-0.19117775559425373
89,-0.007218956947326659
90,-0.09838008454867772
91,
92,0.21140569448471105
93,0.16971325874328608
94,0.11111563444137597
95,0.05948054790496831
96,0.110071539878845
97,0.120397865772247
98,0.027451515197753903
99,-0.04765290021896361
100,-0.043215811252594
101,0.05724716186523439
102,-0.025368809700012204
103,0.0830591917037964
104,0.0286409258842468
105,0.017853140830993704
106,0.053423285484314
107,0.21671378612518305
108,0.20519196987152102
109,0.291999876499176
110,0.3989319205284119
111,0.4909526407718659
112,0.42939817905426
113,0.28794583678245506
114,0.330407917499542
115,0.323282241821289
116,0.3776219189167022
117,0.405344158411026
118,0.221427261829376
119,0.2984033823013309
120,0.3040883541107181
121,0.241310715675354
122,0.24356752634048498
123,0.26823800802230796
124,0.24182009696960402
125,0.17042851448059096
126,0.280246615409851
127,0.26987633109092707
128,-0.30341136455535894
129,0.06315994262695311
130,0.16438204050064104
131,0.10211902856826802
132,0.18385076522827104
133,0.24855768680572507
134,0.17487639188766502
135,0.34157335758209195
136,0.3708155751228329
137,0.22293525934219402
138,0.24169510602951005
139,0.24226695299148598
140,0.08706223964691161
141,0.190609991550446
142,0.334201574325562
143,0.24084633588790896
144,0.3138934671878811
145,0.219332218170166
146,0.3744226396083831
147,-0.34186089038848894
148,0.04212814569473271
149,0.23579257726669306
150,0.25053244829177895
151,0.29599779844284096
152,0.2843793034553531
153,0.2975287735462189
154,0.348086833953857
155,0.29852449893951405
156,0.391979575157166
157,0.32003143429756203
158,0.30702129006385803
159,0.337115317583084
160,0.295804500579834
161,0.04762548208236693
162,-0.0357128977775574
163,
164,
165,
166,
167,0.30021545290947
168,0.36327430605888406
169,0.356208771467209
170,0.27492535114288297
171,0.314826607704163
172,0.302734166383743
173,0.261853516101837
174,-0.209803342819214
175,0.22947156429290796
176,0.31600669026374806
177,0.2503210306167599
178,-0.37131905555725103
179,-0.06883668899536131
180,0.255242228507996
181,0.2218120694160461
182,0.227833867073059
183,0.21531867980957
184,0.255517899990082
185,0.27713024616241494
186,0.31289705634117093
187,0.37633216381073
188,0.3837676346302029
189,0.401408851146698
190,0.436270534992218
191,0.358492374420166
192,0.35334128141403204
193,0.20462810993194597
194,0.25406962633132896
195,0.307414978742599
196,0.290666610002518
197,0.266752541065216
198,0.202070951461792
199,0.32696974277496305
200,0.0605350136756897
201,-0.128519415855408
202,0.3097432553768161
203,0.23792928457260099
204,0.311546742916107
205,0.302540898323059
206,0.28894871473312395
207,0.215650856494904
208,0.22817444801330605
209,0.21371901035308796
210,0.22159963846206693
211,0.2018779516220089
212,0.08532917499542239
213,0.13666146993637102
214,0.19476032257080103
215,0.24034088850021404
216,0.281040221452713
217,-0.17769193649291998
218,0.0999661087989807
219,0.25752633810043296
220,0.353633999824524
221,0.240986168384552
222,0.25402778387069697
223,0.25735342502594
224,0.181777358055115
225,0.304937332868576
226,0.33775389194488503
227,0.27790024876594505
228,0.32464012503624
229,0.278662353754044
230,0.202085435390472
231,0.270857006311417
232,0.19052571058273304
233,0.2532411813735961
234,0.2547917366027831
235,0.341138392686844
236,0.11181914806366
237,-0.18461674451828
238,0.17375171184539803
239,0.266669034957886
240,0.24144464731216403
241,0.19721764326095606
242,0.24250996112823492
243,0.263346672058105
244,0.269009202718735
245,0.2557132244110111
246,0.229303121566772
247,0.21601951122283897
248,0.20699900388717696
249,0.266610980033875
250,0.25903540849685697
251,0.16916549205780004
252,0.23508125543594402
253,0.24218183755874595
254,0.25126886367797896
255,0.212742030620575
256,0.24216395616531397
257,0.25862866640090904
258,0.20680499076843306
259,0.269471734762192
260,0.29959416389465304
261,0.355583250522614
262,0.316640734672546
263,0.337828695774078
264,0.30223280191421503
265,0.370677500963211
266,0.3702066838741301
267,0.39298057556152294
268,0.35634544491767894
269,0.3350197076797489
270,0.450705260038376
271,0.3947728276252751
272,0.34326234459877003
273,0.052781581878662095
274,0.42487475275993286
275,0.4230405688285828
276,0.3875131905078889
277,0.39232745766639704
278,0.458756446838379
279,0.40246513485908497
280,0.25711917877197304
281,0.27582907676696805
282,0.20153665542602495
283,0.3333518207073211
284,0.326815873384476
285,-0.07988065481185912
286,0.172187864780426
287,0.41414430737495406
288,0.132534325122833
289,0.13254868984222395
290,0.20236212015152
291,0.134972870349884
292,0.274434328079224
293,0.164811372756958
294,0.187253057956696
295,0.259018361568451
296,0.20052176713943495
297,0.28517743945121804
298,0.335846453905106
299,0.305925041437149
300,0.302203238010406
301,0.3820211291313171
302,0.3547085225582121
303,0.308645993471146
304,0.398304790258408
305,0.35496488213539107
306,0.2770646214485169
307,0.23188287019729611
308,0.21435403823852495
309,0.17108172178268397
310,0.22526085376739496
311,0.201191127300262
312,0.306588023900986
313,0.2734269499778751
314,0.37875974178314203
315,0.42666855454444896
316,0.35936027765274
